1064064612	Charivari Verlag
1064111688	Heinrich-Tamáska, Orsolya / 1973-
1064115179	Lions Club Neustadt-Weinstraße
1064126359	map.solutions GmbH
106412979X	IHK-Bildungszentrum Koblenz
106413212X	Herz GmbH
1064139531	Robbi, Tobbi und das Fliewatüüt
1064186610	Schneider, Paul / 15XX-
1064186769	Haase, Marie-Christine / 1985-
1064187757	Sankt Bonifatius / Neuwied
106420158X	Büttner, Tobias / 1967-
1064202241	Willegoos
1064207863	GeoMap / Firma : Filderstadt; Stuttgart; Renningen
1064285554	Haupka & Co. Kartographisches Institut und Verlag
1064285562	Landesvermessungsamt Rheinland-Pfalz
1064285945	Kulturelles Erbe der Bimsindustrie e.V.
1064294960	Rhein-Mosel-Verlag
1064295185	Perspektive GmbH
1064301312	Förderverein Pellenz-Museum e.V.
1064333311	RADIOROPA Hörbuch - eine Division der TechniSat Digital GmbH
1064344321	RE NOVIUM
1064344615	Rosenfest
1064344658	Gemeinschaftsklinikum Mittelrhein
1064346464	MeKi Landkarten GmbH
1064348661	Rheinland-Pfalz / Landesamt für Steuern
1064353746	Ziegler, Volker / 1965-
1064471579	Friedrich, Heiner / 1940-
1064538975	Kölner Haus
1064626513	Bahrmann, Daniel / 1975-
1064628435	St. Sebastianus Schützenbruderschaft 1932
1064632688	Henn, Ulrich / 1957-
1064635903	Festung Kirschweiler / Hettenrodt
1064636306	Gelenberg
1064639771	Flammersfelder Hülfsverein zur Unterstützung Unbemittelter Landwirthe
106466153X	Heimatmuseum der Stadt Bad Sobernheim
1064661947	Förderverein Propsteigarten Hirzenach
1064662102	Stadtmuseum Oberwesel
1064664792	Müller, Walter / 1944-
1064666221	Hochschule Kaiserslautern
1064674372	Niederzissen-Rodder
1064675212	Weber, Andreas / 1959-
1064676707	Schloss Monrepos / Neuwied
106468260X	Clara-Viebig-Zentrum Eisenschmitt
1064699278	Buddha-Museum
1064699529	Haus der Ikonen
1064712924	Tourist-Information Ferienland Treis-Karden
1064719910	Nibelungen-Festspiele
1064720501	Gietzen, Sandra
1064721125	Wirzius, Herbert / 1937-
1064722032	Heuzeroth, Friedrich Wilhelm / 1878-1967
1064722067	Egeling, Robert
106472311X	Henks Mühle / Niederzissen
1064723640	Kirchgasse / Windesheim
1064724329	Bargasse / Bad Ems
1064757871	Schmitz, Susanne / 1982-
1064760775	Armeepferd
1064762182	Dott, Philipp / 1912-1970
1064769640	Siebenmorgen / Familie : 16. Jh.-
1064773478	Kraus / Familie : 18. Jh.- : Saar-Nahe-Bergland
1064778283	Instagram
1064779468	Gensfleisch / Familie : 14.-16. Jh.
1064798020	Conrad Stein Verlag
1064835635	Brosowski, Gritt / 1979-
1064847994	Evangelischer Kirchenchor Gommersheim
1064848079	Evangelischer Frauenbund Gommersheim
1064848168	Krankenpflegeverein Gommersheim
1064848516	Freundeskreis Sonnenstrahlen für Owerri, Nigeria
1064850618	Evangelische Kirchengemeinde St. Johannisberg
1064851789	Stolz / Familie : 16. Jh.- : Siegerland
1064853218	Neuerburg / Familie : 12. Jh.- : Linz am Rhein
1064854095	Achenbach, Oscar / 1868-1935
1064856691	Glesius, Angelika / 1980-
1064859429	Legrum, Kurt / 1957-
1064862136	Evangelische Alte Johannes-Kirche Ebernburg / Bad Kreuznach
106486340X	Kalzip GmbH
1064889352	Breternitz, Patrick / 1985-
1064899951	Habekost, Britta / 1982-
1064901662	Giebelwald
1064902545	Stirling, Joe / 1924-
1064921590	Barsch
1064925790	TechniSat Digital GmbH
1064951627	Haas, Ulrich / 1924-2015
1064956181	Pfrommer, Andrea / 1968-
1064957226	Thonfeld, Frank
1064959563	Vaterländischer Frauen-Verein für Bacharach und Umgegend
1064961398	Vereinigung Bacharacher und Steeger Weingüter 1863
1064965709	Heilig-Geist-Hospital / Bacharach
106496589X	Arbeitskreis Meisburger Geschichte
1064967787	Mainzer Wissenschaftsmarkt / 13. / 2014 / Mainz
1064969615	Lehmann, Heinrich / 1862-1911
1064970745	Stenner, Georg / 1939-
1064972217	Atzor, Helmut / 1945-
1064988148	Gatzen, Philipp / 1991-
1065006462	Nasse, Ernst von / 1875-1931
106500964X	Ehlert, Detlef
1065026447	Schott Music GmbH & Co. KG
1065030320	BVA BikeMedia GmbH
1065067143	Katholische Öffentliche Bücherei Ahrbrück
1065067828	Lindner, Christian
1065067992	Musikverein St. Servatius Güls
106506845X	Bittel, Charles / 1840-1911
1065068689	Geib, Eduard / 1831-1886
1065070934	Deutschland / Führungsunterstützungsbataillon 282
1065071442	Schmeink, Stefanie / 1971-
1065072546	Matthias Both und Sohn
1065096399	Universität Koblenz-Landau / Institut für Bildung im Kindes- und Jugendalter
1065096801	Mairdumont GmbH & Co. KG
1065096909	Lutherische Verlagsgesellschaft mbH
1065102364	Are Musik Verlagsgesellschaft mbH
1065135920	Jübermann-Verlag
1065142617	Neue Darmstädter Verlagsanstalt
1065145373	Medien Verlag Reiser
1065162693	VVR Verkehrs-Verlag
1065199910	Aussichtsturm Fünfseenblick / Boppard
1065212046	Panico Alpinverlag
1065219695	Buchfink Verlag
1065225555	Waltenberg, August / 1877-1952
1065227043	Verlag Donata Kinzelbach
1065227132	Naturheilverfahren
1065256795	Koblenz-Süd
1065256922	Hauptschule 3 Koblenz
1065257899	Sankt Michael / Kirchen (Sieg)
1065268351	Fischer, Jochen / 1985-
1065269277	Urbaner Gartenbau
1065276907	Will, Georg Wiegand / 1865-1944
1065277814	Hagedorn, Jonas / 1981-
1065279264	Schölmerich, Paul / 1916-2015
1065289014	Echo Verlag Zweibrücken
106529171X	KGP Visuelle Kommunikation GmbH
1065317948	IP Steuerungstechnik GmbH
1065318448	Stamm GmbH & Co. KG
1065358393	Adolf Deil GmbH & Co. KG Druckerei und Verlag der Pirmasenser Zeitung
1065362188	Theo Klein GmbH
106538761X	König, Karl / 1910-1979
1065407483	Pätzold, Ricarda
1065411944	Rumling, Sigismund von / 1739-1825
1065417276	Schwamb, Walter
1065430310	TVV Touristik-Verlag
106543376X	Verlag Matthias Ess e.K.
1065466943	Salm, Wilhelm / 1895-1982
1065473605	Croissant, Philipp / 1817-1901
106547783X	Loesch, Alfred / 1902-1982
1065478186	Zinnfigurenfreunde Koblenz
1065480512	Hotel Zur Lilie / Sankt Goar
1065484933	Vereinigte Stahlwerke van der Zypen und Wissener Eisenhütten Aktien-Gesellschaft
1065485298	Otten, Thomas / 1966-
1065485387	Pfanz-Sponagel, Christiane
1065495277	Heimatverein Leiselheim
1065500777	Kliomedia GmbH
1065525885	Verlag Esterbauer
106555690X	Cusanus-Verlag
1065558295	Fachhochschule Burgenland
1065562535	Pietruska Verlag & Geo-Datenbanken
1065614365	Damian, Oswald / 1889-1978
1065615736	Dasbach, Toni / 1928-2005
1065618468	Hochschule Worms
1065628757	Simmer, Mario
1065632452	Wilhelm / von Nesselrode / -1474
1065633319	Maria Mater Dolorosa / Hennef (Sieg)
1065636571	Evangelische Kirche Kirn-Sulzbach / Kirn
1065642679	Brömser von Rüdesheim, Johann Reichard / 1566-1622
1065652208	Geistchristliche Kirche
1065656238	Bonewitz Communication GmbH
1065672950	Daentler, Barbara / ca. 21. Jh.
1065673450	Fasen, Hubert
1065673477	Fischbach, Stefan
1065673655	Friehs, Walter
1065676115	Reichert, Sabine / 1979-
1065677588	Becker, Rainald / 1971-
1065678169	Klein, Ulrich
1065689934	Halft, Dennis / 1981-
1065689942	Karl, Maria / 1973-
1065690274	Klarissenkloster Trier
1065709242	Herbrand & Friedrich GmbH
1065710828	Joachim Seyferth / Firma
1065714610	Speyerer-Veranstaltungs- und Messe GmbH
1065718225	Kunth Verlag
1065776608	Eichenlaub, Otto / 1898-1954
1065781105	Gegen den Strom
1065791313	Kott, Elizabeth / 1948-
1065817118	Eichholz, Fritz / 1902-1994
1065830378	Vermessungs- und Katasteramt Osteifel-Hunsrück
1065830491	Vermessungs- und Katasteramt Rheinhessen-Nahe
1065830599	Vermessungs- und Katasteramt Rheinpfalz
1065830726	Vermessungs- und Katasteramt Westeifel-Mosel
1065830963	Vermessungs- und Katasteramt Westerwald-Taunus
1065831048	Vermessungs- und Katasteramt Westpfalz
1065842376	Plath, Theo / 1994-
1065847424	Nordhafen e.V.
1065854854	Eifel-Verlag / Jünkerath
1065858604	Brandes & Apsel Verlag GmbH
1065905955	Güthling, Wilhelm / 1906-1971
1065906811	Hetzer, Frank / 1944-
1065909624	Hutter, Johannes / 1944-
1065910959	Brauner Sichler
1065924593	Febure, Jan Le
1065924836	Stiftung Umweltenergierecht
106596451X	KUNST & KULTUR PIRMASENS e.V.
1065965877	AULA-Verlag
1065970498	Verkehrswacht Medien & Service-Center GmbH
1066116725	Drei Linden Filmproduktion
1066125791	GW Rheingau-Taunus-Kartographie
1066135401	Verlag Text & Dialog GbR
1066199604	Graser, Jenny / 1982-
1066199612	Aresin, Maria
1066220999	Gentner, Elisabeth / 197X-
1066221693	König / Familie
1066226881	Göbel, Robert
1066274711	Holter, Werner / 1946-
1066279306	mediaprint infoverlag
1066330476	Römerstraße
1066338590	SV Bretzenheim 1912
1066340897	Rock am Ring / Veranstaltung
1066347441	ICOM Deutschland
1066353670	Gruppe Impuls(e)
1066393265	Klein, Karl / 1806-1870
1066409668	Schifferverein Lahnstein 1889
1066412316	Hilspach, Wilhelm Christoph / 1704-1769
1066416974	Johannes Gutenberg-Universität Mainz / Stabsstelle Forschung und Technologietransfer
1066439346	Klipphausen-Batzdorf
1066452121	Wolk, Lodewijk Julius van der
1066599505	Förderschule St. Martin
1066600058	Schicklberger, Franz / 1942-
1066600244	Hombes / 1931-
1066601208	Nilius, Paul Eberhard / 1950-
1066609292	Wagner, Berit
1066614458	Tintrup, Gregor
1066616108	Schulte-Karring, Hubert
1066661448	Caritasverband Koblenz / Quartiersmanagement Lützel
1066709734	Wiener, Matthias / 1982-
1066712379	Petermann, Barbara / 1957-
1066713510	Alte Nahebrücke / Bad Kreuznach / Brückenhäuser
1066719950	Röchling Automotive SE & Co. KG
1066769028	Wundsam, Timo / 1981-
1066781893	Ebitsch, Franz
1066804346	Horch / Familie : 16. Jh.-
1066804516	Mende, Volker / 1966-
1066806748	Eifelverein / Ortsgruppe Remagen
1066806942	Ristau, Daniel / 1980-
1066807310	Schüller, Hans / 1954-
1066807698	Evangelische Kirche Bubach / Bubach
1066809682	Grundschule Neupotz
1066813833	Kunz, Sabine Mary / 1970-
1066875618	Stiftung Eltzerhof Koblenz
1066876924	St. Sebastianus Schützenbruderschaft Kettig
1066882509	Schmitt, Dominik / 1983-
1066898804	Dury, Walter / 1944-
1066922853	MIP-Instandsetzungsbetriebe
106693190	Rée, Christoph
1066943869	Schwinn / Familie : 19. Jh.-
106696453X	St. Antonius-Bruderschaft Kottenheim
106698560X	Kuhlmann, Torben / 1982-
1067064699	Evans, Tracey J.
1067074686	Gondela, Christine / 1769-1845
1067074996	Dauber, Otto / 1869-1951
1067084940	Gagel
1067151974	Rohrbach, Christian
1067160760	Schilly, Ernst / 1914-1990
1067161279	Wuttke-Linnemann, Alexandra
106719925X	Zakspeed / Körperschaft
1067199853	Rauch, Wolfgang / 1931-
1067201696	Joeckle, Rudolf / 1894-1978
1067214593	Hochgesand, Jakob / 1814-1904
1067214739	Vollbach, Ekkehard / 1939-2023
1067216014	Deutscher Weinbau-Kongreß / 31. / 1924 / Heilbronn
1067248854	Hamburger, Klaus / 1953-
1067250816	Haus zum Stein / Mainz
1067261168	Göhring, Klaus / 1954-
1067263098	Schöbel, Tina
1067269800	Schähle, Walter / 1917-2005
106727023X	Birkheim
106727149X	Landesverband der Musikschulen in Rheinland-Pfalz
106727216X	Münstermaifeld-Lasserg
1067272291	Lasserg
1067272607	SV Fortuna Lasserg
1067273891	Mittelrheinische Stiftung für Menschen mit Behinderung
1067298088	Bad Kreuznach- Bad Münster am Stein- Ebernburg
1067299882	Zimmermann, Franz-Peter / 1952-
1067302212	Wendelinuskapelle / Budenheim
106730455X	Artenschutzzentrum Wildkatze
1067305173	Buxbaum, Erich / 1901-
1067330593	Machwirth, Achim
1067333568	Reisinger, Claus / 1950-2017
106733517X	Theater im Museumshof
1067335846	Kappes, James Henry / 1824-1915
1067342257	Glan-Gebiet
1067342540	Hirschner, Fritz / 1899-1979
1067344225	Biskup, Gerhard / 1905-
1067348921	Vinson, John Chalmers
1067413995	Buess Weinbau und Weinhandel AG
1067415424	Wein-Grosshandlung Frz. Jos. Michel
1067426973	Dissel-Schneider, Nicola
1067448926	Thomas Neger & HUMBAS / Musikgruppe
1067451056	Hanß, Karlheinz / 1934-
1067454071	Interhotel Warnow
1067454349	HOG "Am Goethepark" Greiz
1067455426	Hotel Drei Könige / Leipzig
106747305X	Jübermann, Erhard
1067477608	Lempges, Anja / 1974-
1067477691	HSC Igel
1067522638	Greenpeace e.V. / Gruppe Koblenz
1067524541	Stiftung Kirchliche Sozialstation Andernach
1067527206	Fries, Dietmar
1067533001	700-Jahrfeier der Stadt Siegen / 1924 / Siegen
1067570233	Ausstellung Kriegszeit - Kunst im Dienst von Krieg und Propaganda 1914-1916 / 2014 / Trier
1067579656	Wallenwein, Kirsten / 1983-
1067579974	Mosel-Musikfestival / 30. / 2015 / Trier u.a.
1067590056	Pfeiffer, Bernhard / 1920-1945
1067605509	EGP Entwicklungsgesellschaft Petrisberg
1067610421	Schneider, Gerd / 1940-
1067610596	Frost, Lindsay
1067612270	Verein Kabarett CasaBlanca
1067612831	Reichsburg Cochem GmbH
1067613366	Triathlon-Team Sinzig
1067640517	Ulrich, Alexander / 1971-
1067674306	Häfner, Friedrich
1067678271	Förderverein Grube Bindweide
1067678433	Tourismus- und Kulturverein Klotten
1067678808	Bundesanstalt Technisches Hilfswerk / Ortsverband Sinzig
1067679367	Abfallwirtschaftsbetrieb Landkreis Ahrweiler
1067692355	Krank, Wolfgang
1067693092	Romero, Andreas
1067701168	Boeselager, Dela von / 1942-
1067755144	Schindler, Dominik
1067805451	Huth, Steffen
1067835857	Feld, Rudolf
1067853243	Rohstock, Max
1067853405	Lemke, Erich / 1927-2021
1067858849	Vater, Siegfried / 1953-
1067870423	Geißler, Karl Friedrich / 1952-
1067870989	Flo Service GmbH
1067871446	Schmelter, Roman
1067871861	Rhein-Pfalz-Kreis / Beirat für Migration und Integration
1067872582	Finck, Jakob / 1776-1801
1067880453	Höhenrettung
1067881832	Drumm, Rudolf / 1899-1956
106790283X	Sorbello Staub, Alessandra / 1967-
106793328X	Schmid, Helmut
1067936106	Saalbau, Neustadt an der Haardt
1067938052	Kaiser-Keller
1067955984	Feistkohl, Iohannes Christian
1067976213	Hoffmann, Bernhard / 1951-
106797699X	Blaubock
106797766X	Radio Andernach
1067981675	Krüger Corporate Art
1067988394	Schönborn, Josef / 1931-
1068020628	Eid, Heinrich / 1867-1954
1068032464	Malz, Janine / 1984-
1068033258	Kloss, Alfred / 1904-1983
1068036710	Obst- und Gartenbauverein Büchelberg
1068049197	Kuhn, Philipp / 1958-
1068097523	Stadt Zweibrücken / Kulturamt, Archiv/Museum
106809883X	Johannes Gutenberg-Universität Mainz / Institut für Vor- und Frühgeschichte
1068101563	Geo-Institut Columbus
1068105712	Hochschule Geisenheim / Bibliothek
1068112883	Landesarchivverwaltung Rheinland-Pfalz / Abteilung Verlag
1068118490	Rheinradweg
1068121270	Lauderbach, Sabine / 1984-
1068187166	Auftaktveranstaltung zum "Tag der Archive" unter dem Motto "Frauen - Männer - Macht" / Mainz / 2014
1068188898	Turn- und Sportgemeinschaft Seesbach
1068189045	Höllein, Elke
106818955X	Ruanda-Komitee e.V. Bad Kreuznach
1068191627	MGV Freundschaftsbund Kölsch-Büllesbach 1898
1068198206	Ehemalige Synagoge Weisenheim a. Berg / Weisenheim a. Berg
1068198621	Steinskulpturenpark Fondation Kubach-Wilmsen
1068198885	Hellinghausen, Hermann Josef / 1931-2023
1068220392	Weber, Matthias / 1988-
1068240547	Görz, Richmuth / 1940-
1068243228	Moster, Andreas / 1975-
1068244623	1. Rheinisches Husarenregiment No. 7
106824741X	Big Band Boden
106827431X	Belot, Julia / 1969-
106828109X	Kuhn, Philipp / 1996-
106828160X	Möller, Michael
1068288213	Förderverein Landesarchiv Speyer
1068290382	Seibel-Tauscher, Doris / 1948-
1068292172	Hüllenberg
1068293047	Interessengemeinschaft Hüllenberg
1068295538	Stets, Johannes / 1932-2015
1068302313	Meltor, Sabine / 1979-
1068302496	Heilig-Geist-Hospital / Ingelheim am Rhein
1068325739	Eaton Industries GmbH
1068326328	Hilgefort, Gisela
1068331518	B G H p l a n Umweltplanung und Landschaftsarchitektur GmbH
1068341149	Heilbad Gesellschaft Bad Neuenahr-Ahrweiler
1068341653	Kirchenchor Cäcilia 1889 Kurtscheid
1068343192	Moselfest Winningen / 1990 / Winningen
1068343214	Moselfest Winningen / 1991 / Winningen
1068343222	Moselfest Winningen / 1992 / Winningen
1068343281	Moselfest Winningen / 1993 / Winningen
1068343389	Moselfest Winningen / 1994 / Winningen
1068343435	Moselfest Winningen / 1995 / Winningen
1068343443	Moselfest Winningen / 1996 / Winningen
106834346X	Moselfest Winningen / 1997 / Winningen
1068343524	Moselfest Winningen / 1998 / Winningen
1068343540	Moselfest Winningen / 1999 / Winningen
1068343575	Moselfest Winningen / 2000 / Winningen
1068343605	Moselfest Winningen / 2001 / Winningen
1068343648	Moselfest Winningen / 2002 / Winningen
1068343656	Moselfest Winningen / 2003 / Winningen
1068343672	Moselfest Winningen / 2004 / Winningen
1068343699	Moselfest Winningen / 2005 / Winningen
1068343710	Moselfest Winningen / 2006 / Winningen
106834377X	Moselfest Winningen / 2007 / Winningen
1068343818	Moselfest Winningen / 2008 / Winningen
1068343877	Moselfest Winningen / 2009 / Winningen
106834394X	Moselfest Winningen / 2010 / Winningen
1068344059	Moselfest Winningen / 2011 / Winningen
1068344148	Justizvollzugsschule Rheinland-Pfalz
1068344849	Moselfest / 2012 / Winningen
1068344970	Moselfest / 2013 / Winningen
1068345020	Moselfest / 2014 / Winningen
1068348100	Dahmen, Winfried / 1935-
1068348836	EA European Academy of Technology and Innovation Assessment
1068349875	Restaurant - Whiskymuseum - Pub Kyrburg
1068350830	Steinlein, Heinz / 1928-2013
1068350997	Schiffsmodellbauclub Andernach
1068351810	Bundesanstalt Technisches Hilfswerk / Ortsverband Andernach
1068352345	Bundesanstalt Technisches Hilfswerk / Ortsverband Ahrweiler
1068352515	Bundesanstalt Technisches Hilfswerk / Ortsverband Koblenz
1068352647	Bundesanstalt Technisches Hilfswerk / Ortsverband Westerburg
106835562X	Social TV
1068357738	König, Sven
1068369183	Leo, Georg
1068369256	Petry, Klaus / 1950-2014
106837800X	Minor, Ulrike
1068406275	Löwenhäupter / Familie : 1250-1500 : Mainz
1068408979	Schmidpeter, René / 1974-
1068410701	Birkheimer, Ernst / 1926-1957
1068422351	Vocatium Trier + Großregion / 2015 / Trier
1068466022	Bacharach / Verkehrsamt
1068468297	Schmidt, Timo G. / 1982-
1068481617	DEHOGA Rheinland-Pfalz e.V.
1068483024	Würzweiler
1068487968	Pfarreiengemeinschaft Landstuhl
1068488867	Pfarreiengemeinschaft Ramstein
1068499176	Hessischer Hof / Worms-Rheindürkheim
1068554355	Löffler, Lore / 1981-
1068554886	Vocatium Westpfalz / Veranstaltung / 2015 / Kaiserslautern
1068556412	Evangelische Kirchengemeinde Dickenschied
1068559039	Käthe-Kollwitz-Gymnasium / Neustadt an der Weinstraße / Abiturjahrgang 2015
1068559187	Schäffer, Katrin / 1996-
1068561866	Thelen-Eiselen, Andreas / 1982-
1068562102	Orth, Sieglinde
1068612428	Dietz, Jürgen / 1941-2015
1068638982	Moosmann, Heinz
1068639830	Hauptschule Rupprechtschule
1068647973	Stiftung Hospital Worms-Pfeddersheim
1068648872	Alma de Rua Capoeira
1068651164	Betzer, Oliver
1068655615	Gymnasium am Kaiserdom Speyer / Abiturjahrgang 2015
106865614X	Edith-Stein-Gymnasium Speyer / Abiturjahrgang 2015
1068656328	Staudt, Christiane / 1995-
1068657065	Brennertag Rheinland-Pfalz / 21. / 2015 / Neustadt an der Weinstraße
1068659017	Pfälzer Obstbau- und Pflanzenschutztag / 46. / 2015 / Neustadt an der Weinstraße
1068661054	Müller, Karl-Georg / 1959-
106872580X	SELIT Dämmtechnik GmbH
1068772387	Moos, Hermann / 1896-1950
1068775351	Jooß, Bernhard / 1953-
1068778113	Braun, Heidrun
1068780614	Rauch, E. H. / 1820-1902
1068781300	Schlosser, Charles / 1949-
1068781572	Gesundheit und Tourismus für Bad Kreuznach GmbH
1068782099	Goldener Zweibrücker Herbst / 2013 / Zweibrücken
1068782285	Goldener Zweibrücker Herbst / 2014 / Zweibrücken
1068782382	Förderverein Rheumazentrum Rheinland-Pfalz
